initial_capital,final_equity,total_return_%,total_profit_$,total_trades,winning_trades,losing_trades,win_rate_%,gross_profit,gross_loss,profit_factor,avg_profit_per_trade,avg_win,avg_loss,biggest_win,biggest_loss,expectancy,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown_%,start_date,end_date,duration_days,risk_metrics
10000.0,10000.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2024-01-01,2024-06-30,181,"{'initial_capital': 10000.0, 'current_capital': 10000.0, 'equity': 10000.0, 'max_equity': 10000.0, 'total_return_%': 0.0, 'daily_profit': 0.0, 'daily_loss': 0.0, 'daily_trades': 0, 'current_drawdown_%': 0.0, 'max_drawdown_%': 0.0, 'sharpe_ratio': 0.0, 'trading_enabled': True, 'min_equity': 9000.0}"
