ticket,symbol,type,entry_price,lot_size,stop_loss,take_profit,open_time,close_time,close_price,profit,is_open
1,XAUUSD,BUY,4531.5,0.1,4515.993547712053,4551.567173549107,2025-12-29 02:05:00,2025-12-29 02:20:00,4534.2001953125,2700.1953125,False
