ticket,symbol,type,entry_price,lot_size,stop_loss,take_profit,open_time,close_time,close_price,profit,is_open
1,XAUUSD,SELL,2003.941389989751,0.01,2022.0574035831905,1976.767369599592,2024-01-04 15:00:00,2024-01-08 14:00:00,2023.1194904367917,-1917.8100447040606,False
2,XAUUSD,SELL,2005.0751942540903,0.01,2024.0873877282413,1976.5569040428638,2024-01-05 05:00:00,2024-01-15 23:00:00,1974.9873964589844,3008.779779510587,False
