initial_capital,final_equity,total_return_%,total_profit_$,total_trades,winning_trades,losing_trades,win_rate_%,gross_profit,gross_loss,profit_factor,avg_profit_per_trade,avg_win,avg_loss,biggest_win,biggest_loss,expectancy,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown_%,start_date,end_date,duration_days,risk_metrics
10000,8890.087890625,-11.09912109375,-1109.912109375,4,1,3,25.0,389.94140625,1499.853515625,0.25998632678972555,-277.47802734375,389.94140625,499.951171875,389.94140625,-750.0,-277.47802734375,-0.1823714534904396,-0.00671754999427172,-0.7688698704478587,14.435630163638585,2025-12-26 21:40:00,2026-02-13 21:55:00,49,"{'initial_capital': 10000, 'current_capital': 10000, 'equity': np.float64(8890.087890625), 'max_equity': np.float64(10389.94140625), 'total_return_%': np.float64(-11.09912109375), 'daily_profit': 0.0, 'daily_loss': 0.0, 'daily_trades': 0, 'current_drawdown_%': np.float64(14.435630163638585), 'max_drawdown_%': 0.0, 'sharpe_ratio': 0.0, 'trading_enabled': False, 'min_equity': 9000.0}"
