initial_capital,final_equity,total_return_%,total_profit_$,total_trades,winning_trades,losing_trades,win_rate_%,gross_profit,gross_loss,profit_factor,avg_profit_per_trade,avg_win,avg_loss,biggest_win,biggest_loss,expectancy,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown_%,start_date,end_date,duration_days,risk_metrics
10000.0,6547.742835701229,-34.522571642987714,-3452.2571642987714,1,0,1,0.0,0,3452.2571642987714,0.0,-3452.2571642987714,0,3452.2571642987714,0.0,-3452.2571642987714,-3452.2571642987714,-0.3414859869967315,0.0,-1.0,34.522571642987714,2024-01-01,2024-03-31,90,"{'initial_capital': 10000.0, 'current_capital': 10000.0, 'equity': np.float64(6547.742835701229), 'max_equity': 10000.0, 'total_return_%': np.float64(-34.522571642987714), 'daily_profit': 0.0, 'daily_loss': 0.0, 'daily_trades': 0, 'current_drawdown_%': np.float64(34.522571642987714), 'max_drawdown_%': 0.0, 'sharpe_ratio': 0.0, 'trading_enabled': False, 'min_equity': 9000.0}"
