initial_capital,final_equity,total_return_%,total_profit_$,total_trades,winning_trades,losing_trades,win_rate_%,gross_profit,gross_loss,profit_factor,avg_profit_per_trade,avg_win,avg_loss,biggest_win,biggest_loss,expectancy,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown_%,start_date,end_date,duration_days,risk_metrics
10000,8211.618776286332,-17.88381223713668,-1788.381223713668,7,4,3,57.14285714285714,2498.683369947412,4287.06459366108,0.5828424823927318,-255.48303195909543,624.670842486853,1429.02153122036,1016.2034340348328,-2042.0328609435273,-255.4830319590955,-0.08577912285312453,-0.004157423675178877,-0.6093998435987025,29.34659800948915,2024-01-01,2024-02-01,31,"{'initial_capital': 10000, 'current_capital': 10000, 'equity': np.float64(8211.618776286332), 'max_equity': np.float64(11145.622939219811), 'total_return_%': np.float64(-17.88381223713668), 'daily_profit': 0.0, 'daily_loss': 0.0, 'daily_trades': 0, 'current_drawdown_%': np.float64(26.324272577077313), 'max_drawdown_%': 0.0, 'sharpe_ratio': 0.0, 'trading_enabled': False, 'min_equity': 9000.0}"
