initial_capital,final_equity,total_return_%,total_profit_$,total_trades,winning_trades,losing_trades,win_rate_%,gross_profit,gross_loss,profit_factor,avg_profit_per_trade,avg_win,avg_loss,biggest_win,biggest_loss,expectancy,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown_%,start_date,end_date,duration_days,risk_metrics
10000,9290.629920720676,-7.093700792793242,-709.3700792793243,11,4,7,36.36363636363637,3898.060477148533,4607.4305564278575,0.8460378142238786,-64.48818902539311,974.5151192871333,658.2043652039796,1301.0954441259628,-1050.4124311664782,-64.48818902539307,-0.027372321294540546,-0.002853640281436536,-0.27212105112262025,26.068180919956667,2024-01-01,2024-02-01,31,"{'initial_capital': 10000, 'current_capital': 10000, 'equity': np.float64(9290.629920720676), 'max_equity': np.float64(12566.48360114343), 'total_return_%': np.float64(-7.093700792793242), 'daily_profit': 0.0, 'daily_loss': 0.0, 'daily_trades': 0, 'current_drawdown_%': np.float64(26.068180919956667), 'max_drawdown_%': 0.0, 'sharpe_ratio': 0.0, 'trading_enabled': False, 'min_equity': 9000.0}"
